Time,SOC,Voltage,Current,Temperature
68,0.49335,3.707,0.12619,293.27
69,0.49335,3.7443,0.27733,293.27
70,0.49335,3.6962,0.079596,293.27
71,0.49335,3.7018,0.10133,293.27
72,0.49335,3.6596,-0.072099,293.27
73,0.49335,3.6359,-0.17005,293.27
74,0.49335,3.6708,-0.028835,293.27
75,0.49335,3.6932,0.061956,293.27
76,0.49335,3.7512,0.29768,293.27
77,0.49335,3.6963,0.072773,293.27
78,0.49335,3.6486,-0.12272,293.27
79,0.49335,3.7521,0.29897,293.27
80,0.49335,3.6444,-0.14123,293.27
81,0.49335,3.68,0.0033479,293.27
82,0.49335,3.687,0.031344,293.27
83,0.49335,3.7143,0.14201,293.27
84,0.49335,3.7168,0.15165,293.27
85,0.49335,3.6638,-0.064888,293.27
86,0.49335,3.6848,0.020026,293.27
87,0.49335,3.7136,0.13706,293.27
88,0.49335,3.6446,-0.14486,293.27
89,0.49335,3.6326,-0.19443,293.27
90,0.49335,3.6366,-0.17864,293.27
91,0.49335,3.6313,-0.20053,293.27
92,0.49335,3.693,0.051024,293.27
93,0.49335,3.7382,0.23497,293.27
94,0.49335,3.7405,0.24419,293.27
95,0.49335,3.6802,-0.0025601,293.27
96,0.49335,3.6588,-0.090257,293.27
97,0.49335,3.6757,-0.02156,293.27
98,0.49335,3.6301,-0.20783,293.27
99,0.49335,3.704,0.093335,293.27
100,0.49335,3.5523,6.8236,293.27
101,0.49328,3.6538,7.2418,293.27
102,0.49322,3.5844,6.9615,293.27
103,0.49315,3.6221,7.1184,293.27
104,0.49309,3.5922,6.999,293.27
105,0.49303,3.6671,7.3073,293.27
106,0.49296,3.6045,7.0541,293.27
107,0.4929,3.6302,7.1612,293.27
108,0.49284,3.6005,7.0418,293.27
109,0.49277,3.6068,7.0691,293.27
110,0.49271,3.6133,7.0973,293.27
111,0.49264,3.6022,7.0533,293.27
112,0.49258,3.5549,6.8617,293.28
113,0.49252,3.6999,7.4548,293.28
114,0.49245,3.5982,7.0409,293.28
115,0.49239,3.6706,7.3375,293.28
116,0.49232,3.517,6.7113,293.28
117,0.49226,3.595,7.0308,293.28
118,0.4922,3.5781,6.9626,293.28
119,0.49213,3.6209,7.138,293.28
120,0.49207,3.5911,7.0172,293.28
121,0.49201,3.5224,6.7375,293.28
122,0.49194,3.5952,7.0351,293.28
123,0.49188,3.6624,7.3101,293.28
124,0.49181,3.6751,7.3627,293.28
125,0.49175,3.6827,7.3941,293.28
126,0.49169,3.6459,7.2444,293.28
127,0.49162,3.6287,7.1749,293.28
128,0.49156,3.6368,7.2084,293.28
129,0.4915,3.5659,6.9195,293.28
130,0.49143,3.5763,6.9622,293.28
131,0.49137,3.5884,7.012,293.28
132,0.4913,3.6357,7.2055,293.29
133,0.49124,3.5658,6.9208,293.29
134,0.49118,3.5789,6.9745,293.29
135,0.49111,3.6216,7.1491,293.29
136,0.49105,3.5093,6.6911,293.29
137,0.49099,3.603,7.0739,293.29
138,0.49092,3.601,7.0662,293.29
139,0.49086,3.6065,7.0889,293.29
140,0.49079,3.6162,7.1289,293.29
141,0.49073,3.6933,7.4438,293.29
142,0.49067,3.6032,7.0765,293.29
143,0.4906,3.6548,7.2874,293.29
144,0.49054,3.5915,7.0293,293.29
145,0.49048,3.5863,7.0081,293.29
146,0.49041,3.5751,6.9629,293.29
147,0.49035,3.6531,7.2814,293.29
148,0.49028,3.6464,7.2545,293.29
149,0.49022,3.6188,7.1423,293.29
150,0.49016,3.6745,0.019325,293.29
151,0.49016,3.6776,0.02817,293.29
152,0.49016,3.6397,-0.12971,293.29
153,0.49016,3.6348,-0.15261,293.29
154,0.49016,3.6464,-0.10776,293.29
155,0.49016,3.6486,-0.10129,293.29
156,0.49016,3.6304,-0.17762,293.29
157,0.49016,3.6974,0.093981,293.29
158,0.49016,3.6935,0.075955,293.29
159,0.49016,3.6439,-0.12826,293.29
160,0.49016,3.6871,0.046892,293.29
161,0.49016,3.7097,0.13774,293.29
162,0.49016,3.7274,0.20847,293.29
163,0.49016,3.7315,0.22406,293.29
164,0.49016,3.6503,-0.10857,293.29
165,0.49016,3.6389,-0.15585,293.29
166,0.49016,3.6708,-0.026743,293.29
167,0.49016,3.6875,0.040722,293.29
168,0.49016,3.6468,-0.12659,293.29
169,0.49016,3.66,-0.073354,293.29
170,0.49016,3.6825,0.017727,293.29
171,0.49016,3.6309,-0.19335,293.29
172,0.49016,3.6855,0.028634,293.29
173,0.49016,3.6792,0.0023742,293.29
174,0.49016,3.7209,0.17231,293.29
175,0.49016,3.7007,0.08928,293.29
176,0.49016,3.7032,0.098887,293.29
177,0.49016,3.7027,0.096222,293.29
178,0.49016,3.6439,-0.14403,293.29
179,0.49016,3.6501,-0.1192,293.29
180,0.49016,3.669,-0.042369,293.29
181,0.49016,3.6151,-0.26301,293.29
182,0.49016,3.5977,-0.33448,293.29
183,0.49016,3.7241,0.18146,293.29
184,0.49016,3.7255,0.18689,293.29
185,0.49016,3.646,-0.13824,293.29
186,0.49016,3.6991,0.078168,293.29
187,0.49016,3.6606,-0.079363,293.29
188,0.49016,3.7076,0.11225,293.29
189,0.49016,3.7399,0.24408,293.29
190,0.49016,3.6723,-0.032249,293.29
191,0.49016,3.6367,-0.17768,293.29
192,0.49016,3.6759,-0.017873,293.29
193,0.49016,3.6769,-0.014179,293.29
194,0.49016,3.6639,-0.067402,293.29
195,0.49016,3.692,0.047109,293.29
196,0.49016,3.6063,-0.30308,293.29
197,0.49016,3.6707,-0.040473,293.29
198,0.49016,3.7026,0.089463,293.29
199,0.49016,3.6639,-0.068579,293.29
200,0.49016,3.4591,35.811,293.29
201,0.48984,3.3833,35.521,293.3
202,0.48952,3.3915,35.572,293.32
203,0.4892,3.43,35.745,293.33
204,0.48888,3.4419,35.808,293.34
205,0.48856,3.3643,35.505,293.35
206,0.48825,3.4013,35.668,293.37
207,0.48793,3.3814,35.598,293.38
208,0.48761,3.384,35.619,293.39
209,0.48729,3.3708,35.575,293.41
210,0.48697,3.3642,35.557,293.42
211,0.48665,3.3491,35.504,293.43
212,0.48633,3.3649,35.576,293.45
213,0.48602,3.364,35.579,293.46
214,0.4857,3.4173,35.803,293.47
215,0.48538,3.4077,35.771,293.49
216,0.48506,3.3719,35.63,293.5
217,0.48474,3.3433,35.519,293.51
218,0.48442,3.3296,35.468,293.53
219,0.4841,3.3605,35.599,293.54
220,0.48379,3.333,35.491,293.55
221,0.48347,3.3824,35.698,293.57
222,0.48315,3.3888,35.728,293.58
223,0.48283,3.2463,35.15,293.6
224,0.48251,3.3352,35.516,293.61
225,0.48219,3.3329,35.511,293.62
226,0.48187,3.3524,35.594,293.64
227,0.48156,3.4083,35.825,293.65
228,0.48124,3.2849,35.324,293.67
229,0.48092,3.3281,35.504,293.68
230,0.4806,3.3524,35.606,293.69
231,0.48028,3.2764,35.298,293.71
232,0.47996,3.305,35.418,293.72
233,0.47964,3.3275,35.513,293.74
234,0.47933,3.3509,35.611,293.75
235,0.47901,3.3026,35.416,293.77
236,0.47869,3.2901,35.367,293.78
237,0.47837,3.3431,35.586,293.79
238,0.47805,3.3202,35.494,293.81
239,0.47773,3.3235,35.51,293.82
240,0.47742,3.3595,35.659,293.84
241,0.4771,3.3165,35.486,293.85
242,0.47678,3.3102,35.463,293.87
243,0.47646,3.4117,35.879,293.88
244,0.47614,3.3441,35.605,293.89
245,0.47582,3.3946,35.813,293.91
246,0.4755,3.3569,35.661,293.92
247,0.47519,3.2745,35.327,293.94
248,0.47487,3.3722,35.727,293.95
249,0.47455,3.3414,35.604,293.97
250,0.47423,3.3143,35.495,293.98
251,0.47391,3.3254,35.542,293.99
252,0.47359,3.3207,35.525,294.01
253,0.47327,3.3882,35.802,294.02
254,0.47296,3.3405,35.609,294.04
255,0.47264,3.3999,35.853,294.05
256,0.47232,3.3156,35.51,294.07
257,0.472,3.2764,35.352,294.08
258,0.47168,3.3445,35.632,294.1
259,0.47136,3.3403,35.616,294.11
260,0.47104,3.2599,35.29,294.12
261,0.47073,3.3388,35.613,294.14
262,0.47041,3.3235,35.553,294.15
263,0.47009,3.3511,35.667,294.17
264,0.46977,3.2637,35.312,294.18
265,0.46945,3.3547,35.685,294.2
266,0.46913,3.3189,35.54,294.21
267,0.46881,3.3484,35.662,294.23
268,0.4685,3.3118,35.514,294.24
269,0.46818,3.2854,35.408,294.25
270,0.46786,3.2837,35.402,294.27
271,0.46754,3.3293,35.59,294.28
272,0.46722,3.3685,35.751,294.3
273,0.4669,3.2786,35.386,294.31
274,0.46658,3.3438,35.653,294.33
275,0.46627,3.3419,35.647,294.34
276,0.46595,3.3402,35.641,294.36
277,0.46563,3.3144,35.537,294.37
278,0.46531,3.3134,35.535,294.38
279,0.46499,3.2993,35.478,294.4
280,0.46467,3.3378,35.637,294.41
281,0.46436,3.2536,35.294,294.43
282,0.46404,3.3142,35.543,294.44
283,0.46372,3.2526,35.293,294.46
284,0.4634,3.2922,35.456,294.47
285,0.46308,3.315,35.55,294.49
286,0.46276,3.2692,35.364,294.5
287,0.46244,3.4023,35.909,294.51
288,0.46213,3.3005,35.495,294.53
289,0.46181,3.291,35.457,294.54
290,0.46149,3.4023,35.913,294.56
291,0.46117,3.3418,35.667,294.57
292,0.46085,3.2916,35.463,294.59
293,0.46053,3.3354,35.643,294.6
294,0.46021,3.331,35.627,294.62
295,0.4599,3.3149,35.562,294.63
296,0.45958,3.2516,35.305,294.64
297,0.45926,3.3397,35.666,294.66
298,0.45894,3.3475,35.699,294.67
299,0.45862,3.2831,35.437,294.69
300,0.4583,3.3226,35.62,294.7
301,0.45798,3.2385,35.277,294.72
302,0.45767,3.2335,35.258,294.73
303,0.45735,3.3262,35.638,294.75
304,0.45703,3.3124,35.583,294.76
305,0.45671,3.3564,35.763,294.78
306,0.45639,3.3006,35.536,294.79
307,0.45607,3.3137,35.591,294.8
308,0.45575,3.2819,35.462,294.82
309,0.45543,3.3833,35.877,294.83
310,0.45512,3.2427,35.305,294.85
311,0.4548,3.2731,35.43,294.86
312,0.45448,3.3319,35.671,294.88
313,0.45416,3.2455,35.319,294.89
314,0.45384,3.3297,35.664,294.91
315,0.45352,3.3526,35.759,294.92
316,0.4532,3.3502,35.75,294.93
317,0.45288,3.2838,35.48,294.95
318,0.45257,3.3391,35.707,294.96
319,0.45225,3.2878,35.498,294.98
320,0.45193,3.3014,35.555,294.99
321,0.45161,3.3035,35.564,295.01
322,0.45129,3.2483,35.34,295.02
323,0.45097,3.3639,35.813,295.04
324,0.45065,3.3658,35.822,295.05
325,0.45034,3.3321,35.685,295.06
326,0.45002,3.3231,35.649,295.08
327,0.4497,3.3071,35.585,295.09
328,0.44938,3.2843,35.493,295.11
329,0.44906,3.3204,35.641,295.12
330,0.44874,3.2994,35.557,295.14
331,0.44842,3.3761,35.87,295.15
332,0.4481,3.2885,35.514,295.17
333,0.44779,3.2613,35.404,295.18
334,0.44747,3.2597,35.398,295.19
335,0.44715,3.332,35.695,295.21
336,0.44683,3.249,35.357,295.22
337,0.44651,3.3332,35.701,295.24
338,0.44619,3.3053,35.588,295.25
339,0.44587,3.2528,35.375,295.27
340,0.44555,3.3004,35.57,295.28
341,0.44524,3.2503,35.367,295.3
342,0.44492,3.3216,35.658,295.31
343,0.4446,3.3012,35.576,295.32
344,0.44428,3.3144,35.631,295.34
345,0.44396,3.3471,35.766,295.35
346,0.44364,3.2578,35.402,295.37
347,0.44332,3.2944,35.552,295.38
348,0.443,3.3228,35.669,295.4
349,0.44269,3.2496,35.371,295.41
350,0.44237,3.3314,35.706,295.42
351,0.44205,3.336,35.726,295.44
352,0.44173,3.2557,35.399,295.45
353,0.44141,3.2903,35.541,295.47
354,0.44109,3.2376,35.327,295.48
355,0.44077,3.2574,35.408,295.5
356,0.44045,3.3141,35.641,295.51
357,0.44014,3.2731,35.474,295.52
358,0.43982,3.3605,35.832,295.54
359,0.4395,3.2914,35.551,295.55
360,0.43918,3.2844,35.523,295.57
361,0.43886,3.3034,35.602,295.58
362,0.43854,3.3083,35.622,295.6
363,0.43822,3.2928,35.56,295.61
364,0.43791,3.3161,35.656,295.63
365,0.43759,3.2401,35.346,295.64
366,0.43727,3.2583,35.422,295.65
367,0.43695,3.2715,35.477,295.67
368,0.43663,3.2508,35.393,295.68
369,0.43631,3.331,35.721,295.7
370,0.43599,3.2804,35.515,295.71
371,0.43567,3.4096,36.044,295.73
372,0.43536,3.2886,35.55,295.74
373,0.43504,3.3338,35.736,295.75
374,0.43472,3.3436,35.777,295.77
375,0.4344,3.3934,35.981,295.78
376,0.43408,3.3462,35.789,295.8
377,0.43376,3.2822,35.529,295.81
378,0.43344,3.3065,35.629,295.82
379,0.43312,3.2841,35.538,295.84
380,0.43281,3.3346,35.745,295.85
381,0.43249,3.3296,35.726,295.87
382,0.43217,3.287,35.553,295.88
383,0.43185,3.309,35.643,295.9
384,0.43153,3.2699,35.484,295.91
385,0.43121,3.2928,35.579,295.92
386,0.43089,3.2874,35.558,295.94
387,0.43057,3.2617,35.453,295.95
388,0.43026,3.2385,35.359,295.97
389,0.42994,3.279,35.526,295.98
390,0.42962,3.2963,35.597,296
391,0.4293,3.3833,35.953,296.01
392,0.42898,3.2889,35.569,296.02
393,0.42866,3.3276,35.727,296.04
394,0.42834,3.2808,35.537,296.05
395,0.42803,3.3061,35.641,296.07
396,0.42771,3.3173,35.688,296.08
397,0.42739,3.2983,35.611,296.09
398,0.42707,3.3206,35.703,296.11
399,0.42675,3.2549,35.435,296.12
400,0.42643,3.2205,47.194,296.14
401,0.42601,3.1999,47.114,296.16
402,0.42559,3.2516,47.33,296.19
403,0.42517,3.2222,47.214,296.21
404,0.42474,3.1857,47.068,296.23
405,0.42432,3.2049,47.15,296.26
406,0.4239,3.1738,47.027,296.28
407,0.42348,3.1999,47.136,296.31
408,0.42306,3.2444,47.321,296.33
409,0.42264,3.1691,47.017,296.36
410,0.42221,3.1741,47.04,296.38
411,0.42179,3.1539,46.96,296.41
412,0.42137,3.1282,46.858,296.43
413,0.42095,3.1595,46.988,296.46
414,0.42053,3.1333,46.883,296.48
415,0.42011,3.1767,47.063,296.51
416,0.41968,3.1717,47.045,296.53
417,0.41926,3.1554,46.981,296.56
418,0.41884,3.1599,47.001,296.58
419,0.41842,3.1213,46.846,296.6
420,0.418,3.0876,46.71,296.63
421,0.41758,3.1575,46.997,296.65
422,0.41715,3.1248,46.866,296.68
423,0.41673,3.1866,47.12,296.7
424,0.41631,3.1761,47.079,296.73
425,0.41589,3.1827,47.108,296.75
426,0.41547,3.1664,47.043,296.78
427,0.41505,3.2124,47.233,296.8
428,0.41462,3.2764,47.496,296.83
429,0.4142,3.1552,47.003,296.85
430,0.41378,3.1021,46.787,296.88
431,0.41336,3.1673,47.056,296.9
432,0.41294,3.1907,47.152,296.93
433,0.41252,3.2619,47.445,296.95
434,0.41209,3.1489,46.985,296.98
435,0.41167,3.1519,46.999,297
436,0.41125,3.1226,46.881,297.03
437,0.41083,3.1105,46.833,297.05
438,0.41041,3.1079,46.824,297.08
439,0.40999,3.0974,46.783,297.1
440,0.40956,3.1504,47.001,297.13
441,0.40914,3.173,47.095,297.15
442,0.40872,3.1166,46.866,297.18
443,0.4083,3.1451,46.984,297.21
444,0.40788,3.1635,47.06,297.23
445,0.40746,3.249,47.411,297.26
446,0.40703,3.2121,47.262,297.28
447,0.40661,3.1817,47.139,297.31
448,0.40619,3.1204,46.89,297.33
449,0.40577,3.2254,47.321,297.36
450,0.40535,3.2337,47.355,297.38
451,0.40493,3.1269,46.921,297.41
452,0.4045,3.1754,47.121,297.43
453,0.40408,3.1855,47.163,297.46
454,0.40366,3.1543,47.037,297.48
455,0.40324,3.0819,46.743,297.51
456,0.40282,3.1241,46.917,297.53
457,0.40239,3.2259,47.334,297.56
458,0.40197,3.1656,47.089,297.58
459,0.40155,3.1625,47.077,297.61
460,0.40113,3.1818,47.158,297.63
461,0.40071,3.1839,47.168,297.66
462,0.40029,3.1296,46.948,297.68
463,0.39986,3.1527,47.043,297.71
464,0.39944,3.1773,47.144,297.73
465,0.39902,3.1289,46.946,297.76
466,0.3986,3.2476,47.431,297.78
467,0.39818,3.2514,47.448,297.81
468,0.39776,3.1484,47.028,297.83
469,0.39733,3.1439,47.01,297.86
470,0.39691,3.1787,47.153,297.88
471,0.39649,3.1157,46.897,297.9
472,0.39607,3.1266,46.942,297.93
473,0.39565,3.2346,47.384,297.95
474,0.39523,3.2162,47.31,297.98
475,0.3948,3.1333,46.973,298
476,0.39438,3.1149,46.899,298.03
477,0.39396,3.1975,47.237,298.05
478,0.39354,3.1802,47.168,298.08
479,0.39312,3.1007,46.844,298.1
480,0.3927,3.0927,46.813,298.13
481,0.39227,3.1828,47.182,298.15
482,0.39185,3.149,47.045,298.18
483,0.39143,3.1253,46.95,298.2
484,0.39101,3.1109,46.892,298.23
485,0.39059,3.214,47.314,298.25
486,0.39017,3.0883,46.803,298.28
487,0.38974,3.1575,47.086,298.3
488,0.38932,3.1773,47.168,298.32
489,0.3889,3.17,47.14,298.35
490,0.38848,3.0961,46.84,298.37
491,0.38806,3.215,47.326,298.4
492,0.38764,3.143,47.033,298.42
493,0.38721,3.1943,47.244,298.45
494,0.38679,3.1676,47.137,298.47
495,0.38637,3.1762,47.173,298.5
496,0.38595,3.1209,46.949,298.52
497,0.38553,3.1911,47.237,298.55
498,0.38511,3.1973,47.263,298.57
499,0.38468,3.1951,47.256,298.6
500,0.38426,3.3844,22.329,298.62
501,0.38406,3.3733,22.279,298.63
502,0.38386,3.3511,22.184,298.63
503,0.38366,3.3454,22.157,298.64
504,0.38346,3.4068,22.404,298.64
505,0.38326,3.3856,22.315,298.65
506,0.38307,3.3187,22.039,298.65
507,0.38287,3.403,22.38,298.66
508,0.38267,3.404,22.381,298.66
509,0.38247,3.3485,22.152,298.67
510,0.38227,3.4187,22.437,298.67
511,0.38207,3.2972,21.939,298.68
512,0.38187,3.3617,22.2,298.68
513,0.38167,3.3624,22.201,298.69
514,0.38147,3.4242,22.452,298.69
515,0.38127,3.3909,22.314,298.7
516,0.38107,3.4406,22.516,298.7
517,0.38087,3.3465,22.13,298.71
518,0.38067,3.3376,22.093,298.71
519,0.38047,3.3908,22.309,298.72
520,0.38027,3.4279,22.459,298.72
521,0.38007,3.34,22.099,298.72
522,0.37987,3.3869,22.289,298.73
523,0.37967,3.3787,22.255,298.73
524,0.37948,3.3379,22.088,298.74
525,0.37928,3.3857,22.282,298.74
526,0.37908,3.3277,22.044,298.75
527,0.37888,3.3961,22.323,298.75
528,0.37868,3.3805,22.258,298.75
529,0.37848,3.4349,22.48,298.76
530,0.37828,3.3626,22.184,298.76
531,0.37808,3.4281,22.451,298.77
532,0.37788,3.36,22.172,298.77
533,0.37768,3.3999,22.335,298.78
534,0.37748,3.3369,22.077,298.78
535,0.37728,3.3562,22.156,298.78
536,0.37708,3.3225,22.017,298.79
537,0.37688,3.4067,22.361,298.79
538,0.37668,3.4129,22.385,298.8
539,0.37648,3.3888,22.287,298.8
540,0.37628,3.371,22.214,298.8
541,0.37609,3.3188,22,298.81
542,0.37589,3.4338,22.469,298.81
543,0.37569,3.4243,22.43,298.82
544,0.37549,3.378,22.241,298.82
545,0.37529,3.3552,22.148,298.82
546,0.37509,3.4138,22.387,298.83
547,0.37489,3.3743,22.225,298.83
548,0.37469,3.3536,22.14,298.83
549,0.37449,3.3439,22.1,298.84
550,0.37429,3.3312,22.048,298.84
551,0.37409,3.375,22.227,298.85
552,0.37389,3.2653,21.779,298.85
553,0.37369,3.3364,22.069,298.85
554,0.37349,3.4212,22.415,298.86
555,0.37329,3.3682,22.198,298.86
556,0.37309,3.361,22.169,298.87
557,0.37289,3.3808,22.249,298.87
558,0.37269,3.3155,21.983,298.87
559,0.3725,3.364,22.181,298.88
560,0.3723,3.3298,22.041,298.88
561,0.3721,3.4597,22.571,298.88
562,0.3719,3.3596,22.162,298.89
563,0.3717,3.4207,22.412,298.89
564,0.3715,3.3371,22.07,298.89
565,0.3713,3.4392,22.487,298.9
566,0.3711,3.3433,22.095,298.9
567,0.3709,3.3616,22.17,298.91
568,0.3707,3.4217,22.415,298.91
569,0.3705,3.3567,22.15,298.91
570,0.3703,3.3875,22.276,298.92
571,0.3701,3.4251,22.429,298.92
572,0.3699,3.3894,22.283,298.92
573,0.3697,3.3861,22.27,298.93
574,0.3695,3.3571,22.151,298.93
575,0.3693,3.3065,21.945,298.93
576,0.3691,3.4472,22.519,298.94
577,0.36891,3.4014,22.332,298.94
578,0.36871,3.3966,22.313,298.95
579,0.36851,3.436,22.473,298.95
580,0.36831,3.3794,22.242,298.95
581,0.36811,3.4167,22.395,298.96
582,0.36791,3.4269,22.436,298.96
583,0.36771,3.3801,22.245,298.96
584,0.36751,3.3781,22.237,298.97
585,0.36731,3.4346,22.468,298.97
586,0.36711,3.3613,22.169,298.97
587,0.36691,3.3902,22.287,298.98
588,0.36671,3.3652,22.185,298.98
589,0.36651,3.3833,22.258,298.98
590,0.36631,3.3577,22.154,298.99
591,0.36611,3.384,22.262,298.99
592,0.36591,3.3221,22.009,298.99
593,0.36571,3.4237,22.424,299
594,0.36551,3.3512,22.128,299
595,0.36532,3.4105,22.37,299
596,0.36512,3.4098,22.367,299.01
597,0.36492,3.4073,22.357,299.01
598,0.36472,3.3617,22.171,299.01
599,0.36452,3.4143,22.386,299.02
600,0.36432,3.3692,28.537,299.02
601,0.36406,3.3552,28.482,299.03
602,0.36381,3.315,28.32,299.03
603,0.36356,3.2937,28.234,299.04
604,0.3633,3.3555,28.488,299.05
605,0.36305,3.3762,28.574,299.05
606,0.36279,3.3308,28.39,299.06
607,0.36254,3.3693,28.549,299.07
608,0.36228,3.3451,28.451,299.07
609,0.36203,3.3367,28.418,299.08
610,0.36178,3.3265,28.378,299.09
611,0.36152,3.2907,28.232,299.1
612,0.36127,3.3199,28.353,299.1
613,0.36101,3.2448,28.047,299.11
614,0.36076,3.3614,28.524,299.12
615,0.3605,3.2837,28.208,299.12
616,0.36025,3.3008,28.279,299.13
617,0.36,3.3669,28.549,299.14
618,0.35974,3.3628,28.534,299.14
619,0.35949,3.3139,28.335,299.15
620,0.35923,3.2146,27.93,299.16
621,0.35898,3.243,28.047,299.16
622,0.35872,3.2797,28.198,299.17
623,0.35847,3.3345,28.422,299.18
624,0.35822,3.2956,28.264,299.18
625,0.35796,3.3188,28.359,299.19
626,0.35771,3.2815,28.208,299.2
627,0.35745,3.2964,28.269,299.2
628,0.3572,3.3645,28.548,299.21
629,0.35694,3.3339,28.424,299.22
630,0.35669,3.2778,28.195,299.23
631,0.35644,3.3066,28.313,299.23
632,0.35618,3.3601,28.533,299.24
633,0.35593,3.2615,28.131,299.25
634,0.35567,3.3319,28.419,299.25
635,0.35542,3.3993,28.695,299.26
636,0.35517,3.2819,28.216,299.27
637,0.35491,3.3267,28.4,299.27
638,0.35466,3.312,28.34,299.28
639,0.3544,3.3254,28.396,299.29
640,0.35415,3.2904,28.253,299.29
641,0.35389,3.3246,28.393,299.3
642,0.35364,3.3612,28.543,299.31
643,0.35339,3.2194,27.965,299.31
644,0.35313,3.3014,28.301,299.32
645,0.35288,3.3743,28.599,299.33
646,0.35262,3.2904,28.257,299.34
647,0.35237,3.3242,28.395,299.34
648,0.35211,3.3204,28.381,299.35
649,0.35186,3.3002,28.299,299.36
650,0.35161,3.5864,0.086352,299.36
651,0.35161,3.5593,-0.033131,299.36
652,0.35161,3.5835,0.057345,299.36
653,0.35161,3.5733,0.0080316,299.36
654,0.35161,3.5985,0.10399,299.35
655,0.35161,3.5796,0.02024,299.35
656,0.35161,3.5922,0.065349,299.35
657,0.35161,3.5524,-0.10266,299.35
658,0.35161,3.6262,0.1935,299.34
659,0.35161,3.5941,0.057153,299.34
660,0.35161,3.5921,0.044751,299.34
661,0.35161,3.5236,-0.23905,299.34
662,0.35161,3.628,0.1831,299.33
663,0.35161,3.5581,-0.10595,299.33
664,0.35161,3.581,-0.016134,299.33
665,0.35161,3.5275,-0.23783,299.33
666,0.35161,3.5468,-0.16221,299.32
667,0.35161,3.564,-0.094685,299.32
668,0.35161,3.6127,0.10117,299.32
669,0.35161,3.6344,0.18716,299.31
670,0.35161,3.5968,0.031066,299.31
671,0.35161,3.6409,0.20899,299.31
672,0.35161,3.6768,0.35339,299.31
673,0.35161,3.5635,-0.11151,299.3
674,0.35161,3.5892,-0.0084188,299.3
675,0.35161,3.6031,0.046274,299.3
676,0.35161,3.6911,0.4035,299.29
677,0.35161,3.5954,0.01108,299.29
678,0.35161,3.6199,0.10943,299.29
679,0.35161,3.5872,-0.025723,299.29
680,0.35161,3.5649,-0.11825,299.28
681,0.35161,3.6156,0.087077,299.28
682,0.35161,3.6342,0.16161,299.28
683,0.35161,3.6113,0.066525,299.27
684,0.35161,3.5852,-0.041382,299.27
685,0.35161,3.5743,-0.086926,299.27
686,0.35161,3.6034,0.030589,299.26
687,0.35161,3.6339,0.15356,299.26
688,0.35161,3.6127,0.065852,299.26
