t,ture_soc,EKF_wucha,UKF_wucha
1464,0.35643,-0.098747,-0.070099
1465,0.35657,-0.098744,-0.070145
1466,0.3567,-0.098784,-0.069887
1467,0.35684,-0.09878,-0.069948
1468,0.35697,-0.098778,-0.069962
1469,0.3571,-0.098775,-0.069985
1470,0.35724,-0.098779,-0.06996
1471,0.35737,-0.098795,-0.069856
1472,0.35751,-0.098801,-0.069827
1473,0.35764,-0.098802,-0.069823
1474,0.35778,-0.098816,-0.069732
1475,0.35791,-0.098822,-0.069701
1476,0.35804,-0.098835,-0.069611
1477,0.35818,-0.098846,-0.069547
1478,0.35831,-0.098857,-0.069475
1479,0.35845,-0.098874,-0.069361
1480,0.35858,-0.098879,-0.069338
1481,0.35872,-0.09887,-0.069424
1482,0.35885,-0.098869,-0.069426
1483,0.35899,-0.098878,-0.06936
1484,0.35912,-0.098883,-0.069331
1485,0.35925,-0.098895,-0.069248
1486,0.35939,-0.098901,-0.069212
1487,0.35952,-0.098943,-0.06892
1488,0.35966,-0.098969,-0.068763
1489,0.35979,-0.098978,-0.068713
1490,0.35993,-0.098999,-0.068556
1491,0.36006,-0.099007,-0.068513
1492,0.3602,-0.099038,-0.068282
1493,0.36033,-0.099031,-0.068385
1494,0.36046,-0.099047,-0.068251
1495,0.3606,-0.099042,-0.06832
1496,0.36073,-0.099049,-0.068256
1497,0.36087,-0.099044,-0.068311
1498,0.361,-0.099046,-0.068292
1499,0.36114,-0.099048,-0.06828
1500,0.36127,-0.099053,-0.068244
1501,0.3614,-0.099058,-0.068203
1502,0.36154,-0.09906,-0.068197
1503,0.36167,-0.099051,-0.068286
1504,0.36181,-0.099067,-0.06815
1505,0.36194,-0.099093,-0.067956
1506,0.36208,-0.09911,-0.067836
1507,0.36221,-0.099139,-0.067612
1508,0.36235,-0.09914,-0.067641
1509,0.36248,-0.099141,-0.067631
1510,0.36261,-0.099158,-0.067485
1511,0.36275,-0.099145,-0.06765
1512,0.36288,-0.099148,-0.067604
1513,0.36302,-0.099136,-0.067748
1514,0.36315,-0.099137,-0.067717
1515,0.36329,-0.099123,-0.067883
1516,0.36342,-0.099117,-0.06792
1517,0.36356,-0.099139,-0.067723
1518,0.36369,-0.099147,-0.067683
1519,0.36382,-0.099138,-0.067791
1520,0.36396,-0.099154,-0.067628
1521,0.36409,-0.099146,-0.067746
1522,0.36423,-0.099175,-0.067483
1523,0.36436,-0.099175,-0.067526
1524,0.3645,-0.099184,-0.067439
1525,0.36463,-0.099181,-0.067482
1526,0.36477,-0.099189,-0.0674
1527,0.3649,-0.09921,-0.067216
1528,0.36503,-0.099216,-0.067179
1529,0.36517,-0.099231,-0.067035
1530,0.3653,-0.099229,-0.067081
1531,0.36544,-0.09923,-0.067063
1532,0.36557,-0.099224,-0.067145
1533,0.36571,-0.099222,-0.06716
1534,0.36584,-0.09923,-0.067078
1535,0.36597,-0.09922,-0.067219
1536,0.36611,-0.099248,-0.066938
1537,0.36624,-0.099242,-0.067074
1538,0.36638,-0.099253,-0.066931
1539,0.36651,-0.099259,-0.066892
1540,0.36665,-0.099269,-0.066778
1541,0.36678,-0.099267,-0.066835
1542,0.36692,-0.099265,-0.066851
1543,0.36705,-0.09926,-0.066916
1544,0.36718,-0.099275,-0.066741
1545,0.36732,-0.099283,-0.066676
1546,0.36745,-0.099276,-0.06679
1547,0.36759,-0.099281,-0.066707
1548,0.36772,-0.099282,-0.066716
1549,0.36786,-0.099284,-0.066693
1550,0.36799,-0.099283,-0.066711
1551,0.36813,-0.09928,-0.066743
1552,0.36826,-0.099289,-0.06663
1553,0.36839,-0.099285,-0.066706
1554,0.36853,-0.099278,-0.066812
1555,0.36866,-0.099298,-0.066559
1556,0.3688,-0.099317,-0.066375
1557,0.36893,-0.099338,-0.066149
1558,0.36907,-0.099344,-0.066108
1559,0.3692,-0.09935,-0.06603
1560,0.36934,-0.099347,-0.066095
1561,0.36947,-0.099349,-0.066042
1562,0.3696,-0.099357,-0.065941
1563,0.36974,-0.09936,-0.065919
1564,0.36987,-0.099358,-0.065943
1565,0.37001,-0.099349,-0.066129
1566,0.37014,-0.099347,-0.066116
1567,0.37028,-0.099348,-0.066101
1568,0.37041,-0.099353,-0.066027
1569,0.37054,-0.099357,-0.065983
1570,0.37068,-0.099355,-0.066028
1571,0.37081,-0.099351,-0.066099
1572,0.37095,-0.099342,-0.066275
1573,0.37108,-0.099337,-0.066323
1574,0.37122,-0.099357,-0.066041
1575,0.37135,-0.099387,-0.065694
1576,0.37149,-0.099405,-0.065488
1577,0.37162,-0.099403,-0.065604
1578,0.37175,-0.099405,-0.065536
1579,0.37189,-0.099406,-0.065516
1580,0.37202,-0.099402,-0.065649
1581,0.37216,-0.099401,-0.065615
1582,0.37229,-0.099399,-0.065685
1583,0.37243,-0.099398,-0.065671
1584,0.37256,-0.099403,-0.065573
1585,0.3727,-0.099411,-0.065438
1586,0.37283,-0.099431,-0.065145
1587,0.37296,-0.099439,-0.065051
1588,0.3731,-0.099438,-0.065122
1589,0.37323,-0.099448,-0.064903
1590,0.37337,-0.099446,-0.065083
1591,0.3735,-0.099446,-0.06502
1592,0.37364,-0.099453,-0.064879
1593,0.37377,-0.099457,-0.064811
1594,0.3739,-0.099456,-0.064881
1595,0.37404,-0.099465,-0.064658
1596,0.37417,-0.099465,-0.064778
1597,0.37431,-0.099466,-0.064708
1598,0.37444,-0.09947,-0.064616
1599,0.37458,-0.099477,-0.06446
1600,0.37471,-0.09948,-0.064423
1601,0.37485,-0.099482,-0.064352
1602,0.37498,-0.099502,-0.063972
1603,0.37511,-0.099507,-0.063992
1604,0.37525,-0.099509,-0.063892
1605,0.37538,-0.099512,-0.063799
1606,0.37552,-0.099513,-0.063826
1607,0.37565,-0.099511,-0.063858
1608,0.37579,-0.09951,-0.063855
1609,0.37592,-0.099514,-0.063724
1610,0.37606,-0.09952,-0.063552
1611,0.37619,-0.099525,-0.063429
1612,0.37632,-0.099526,-0.063476
1613,0.37646,-0.099526,-0.063423
1614,0.37659,-0.099528,-0.063729
1615,0.37673,-0.099523,-0.063739
1616,0.37686,-0.099523,-0.063686
1617,0.377,-0.099534,-0.0634
1618,0.37713,-0.099536,-0.063442
1619,0.37727,-0.09954,-0.06325
1620,0.3774,-0.099542,-0.063255
1621,0.37753,-0.099543,-0.063157
1622,0.37767,-0.099544,-0.0631
1623,0.3778,-0.099545,-0.063258
1624,0.37794,-0.099543,-0.063194
1625,0.37807,-0.099545,-0.063111
1626,0.37821,-0.099549,-0.062914
1627,0.37834,-0.099551,-0.062997
1628,0.37847,-0.099551,-0.062877
1629,0.37861,-0.099552,-0.062917
1630,0.37874,-0.099552,-0.062782
1631,0.37888,-0.099553,-0.062777
1632,0.37901,-0.099554,-0.062911
1633,0.37915,-0.099551,-0.062878
1634,0.37928,-0.099551,-0.062917
1635,0.37942,-0.099551,-0.06279
1636,0.37955,-0.099552,-0.062743
1637,0.37968,-0.099555,-0.062498
1638,0.37982,-0.099558,-0.0624
1639,0.37995,-0.099558,-0.062268
1640,0.38009,-0.099559,-0.062164
1641,0.38022,-0.099559,-0.062038
1642,0.38036,-0.09956,-0.06203
1643,0.38049,-0.09956,-0.062073
1644,0.38063,-0.099559,-0.062122
1645,0.38076,-0.099558,-0.06197
1646,0.38089,-0.099559,-0.061973
1647,0.38103,-0.099557,-0.061907
1648,0.38116,-0.099557,-0.061849
1649,0.3813,-0.099556,-0.06173
1650,0.38143,-0.099556,-0.061511
1651,0.38157,-0.099557,-0.061467
1652,0.3817,-0.099556,-0.061427
1653,0.38184,-0.09956,-0.061577
1654,0.38197,-0.099556,-0.061463
1655,0.3821,-0.099555,-0.061367
1656,0.38224,-0.09956,-0.061499
1657,0.38237,-0.099556,-0.061444
1658,0.38251,-0.099554,-0.061363
1659,0.38264,-0.099553,-0.06128
1660,0.38278,-0.099551,-0.061083
1661,0.38291,-0.09955,-0.060993
1662,0.38304,-0.099549,-0.060942
1663,0.38318,-0.099547,-0.060902
1664,0.38331,-0.099554,-0.061068
1665,0.38345,-0.099551,-0.061082
1666,0.38358,-0.099548,-0.061014
1667,0.38372,-0.099546,-0.060919
1668,0.38385,-0.099546,-0.060907
1669,0.38399,-0.099549,-0.061012
1670,0.38412,-0.099543,-0.060814
1671,0.38425,-0.099543,-0.060786
1672,0.38439,-0.099542,-0.060759
1673,0.38452,-0.099536,-0.060555
1674,0.38466,-0.099533,-0.060396
1675,0.38479,-0.099533,-0.060382
1676,0.38493,-0.099526,-0.060145
1677,0.38506,-0.099526,-0.060115
1678,0.3852,-0.099525,-0.0601
1679,0.38533,-0.09952,-0.060003
1680,0.38546,-0.099522,-0.060042
1681,0.3856,-0.099518,-0.059988
1682,0.38573,-0.099517,-0.059987
1683,0.38587,-0.099516,-0.059989
1684,0.386,-0.099521,-0.060089
1685,0.38614,-0.099514,-0.059999
1686,0.38627,-0.099515,-0.060019
1687,0.3864,-0.099508,-0.059865
1688,0.38654,-0.099522,-0.060068
1689,0.38667,-0.09951,-0.059857
1690,0.38681,-0.099515,-0.059917
1691,0.38694,-0.099517,-0.059984
1692,0.38708,-0.099513,-0.059936
1693,0.38721,-0.099507,-0.059831
1694,0.38735,-0.099504,-0.059785
1695,0.38748,-0.0995,-0.059726
1696,0.38761,-0.0995,-0.059722
1697,0.38775,-0.099498,-0.059715
1698,0.38788,-0.099493,-0.05965
1699,0.38802,-0.099486,-0.059536
1700,0.38815,-0.099493,-0.059632
1701,0.38829,-0.09949,-0.059625
1702,0.38842,-0.099498,-0.059756
1703,0.38856,-0.09951,-0.059953
1704,0.38869,-0.099519,-0.060124
1705,0.38882,-0.099516,-0.060129
1706,0.38896,-0.099504,-0.05992
1707,0.38909,-0.099507,-0.059941
1708,0.38923,-0.099497,-0.059787
1709,0.38936,-0.099496,-0.059768
1710,0.3895,-0.099479,-0.059448
1711,0.38963,-0.09948,-0.059432
1712,0.38977,-0.099475,-0.059379
1713,0.3899,-0.099467,-0.059277
1714,0.39003,-0.099458,-0.059154
1715,0.39017,-0.09946,-0.059176
1716,0.3903,-0.099457,-0.059158
1717,0.39044,-0.099446,-0.059022
1718,0.39057,-0.099436,-0.058882
1719,0.39071,-0.099435,-0.058871
1720,0.39084,-0.099424,-0.058743
1721,0.39097,-0.099428,-0.058795
1722,0.39111,-0.099422,-0.05875
1723,0.39124,-0.099408,-0.058574
1724,0.39138,-0.09941,-0.058586
1725,0.39151,-0.099411,-0.058626
1726,0.39165,-0.099408,-0.058608
1727,0.39178,-0.099417,-0.058722
1728,0.39192,-0.099426,-0.058844
1729,0.39205,-0.099409,-0.058664
1730,0.39218,-0.099401,-0.058567
1731,0.39232,-0.099399,-0.058545
1732,0.39245,-0.099405,-0.058623
1733,0.39259,-0.099389,-0.058453
1734,0.39272,-0.099388,-0.058441
1735,0.39286,-0.09937,-0.058249
1736,0.39299,-0.099356,-0.058069
1737,0.39313,-0.099331,-0.057744
1738,0.39326,-0.099338,-0.057799
1739,0.39339,-0.099345,-0.057879
1740,0.39353,-0.099325,-0.057691
1741,0.39366,-0.099329,-0.05773
1742,0.3938,-0.099316,-0.057615
1743,0.39393,-0.099301,-0.057467
1744,0.39407,-0.099294,-0.057401
1745,0.3942,-0.099288,-0.057349
1746,0.39434,-0.099283,-0.057322
1747,0.39447,-0.099276,-0.057273
1748,0.3946,-0.09927,-0.057228
1749,0.39474,-0.09927,-0.057237
1750,0.39487,-0.099269,-0.057255
1751,0.39501,-0.099257,-0.057156
1752,0.39514,-0.099258,-0.057172
1753,0.39528,-0.099251,-0.057128
1754,0.39541,-0.099254,-0.05717
1755,0.39554,-0.099259,-0.057232
1756,0.39568,-0.099263,-0.057297
1757,0.39581,-0.099245,-0.057145
1758,0.39595,-0.099232,-0.057025
1759,0.39608,-0.099215,-0.056879
1760,0.39622,-0.099223,-0.056944
1761,0.39635,-0.099234,-0.057051
1762,0.39649,-0.099214,-0.0569
1763,0.39662,-0.099184,-0.056609
1764,0.39675,-0.099187,-0.056619
1765,0.39689,-0.099179,-0.05658
1766,0.39702,-0.099164,-0.056461
1767,0.39716,-0.099176,-0.056559
1768,0.39729,-0.099147,-0.056329
1769,0.39743,-0.099134,-0.056215
1770,0.39756,-0.099125,-0.056153
1771,0.3977,-0.099113,-0.05607
1772,0.39783,-0.099122,-0.056147
1773,0.39796,-0.099094,-0.055933
1774,0.3981,-0.099104,-0.056012
1775,0.39823,-0.09908,-0.055834
1776,0.39837,-0.09906,-0.055675
1777,0.3985,-0.099045,-0.055565
1778,0.39864,-0.099029,-0.055457
1779,0.39877,-0.099004,-0.055266
1780,0.3989,-0.098977,-0.055055
1781,0.39904,-0.098959,-0.054923
1782,0.39917,-0.098927,-0.054681
1783,0.39931,-0.098936,-0.054741
1784,0.39944,-0.098911,-0.054581
1785,0.39958,-0.098915,-0.054613
1786,0.39971,-0.098903,-0.054551
1787,0.39985,-0.09888,-0.054398
1788,0.39998,-0.098863,-0.054282
1789,0.40011,-0.098852,-0.054221
1790,0.40025,-0.09884,-0.054155
1791,0.40038,-0.098835,-0.05413
1792,0.40052,-0.098807,-0.053951
1793,0.40065,-0.098799,-0.053904
1794,0.40079,-0.098802,-0.053933
1795,0.40092,-0.098807,-0.053992
1796,0.40106,-0.098765,-0.053693
1797,0.40119,-0.098746,-0.05356
1798,0.40132,-0.098383,-0.053422
1799,0.40146,-0.098351,-0.053208
1800,0.40159,-0.098338,-0.053132
1801,0.40173,-0.098396,-0.053173
1802,0.40186,-0.098669,-0.053313
1803,0.402,-0.09878,-0.053382
1804,0.40213,-0.09854,-0.053274
1805,0.40227,-0.098199,-0.053108
1806,0.4024,-0.098239,-0.053148
1807,0.40253,-0.098284,-0.053191
1808,0.40267,-0.09808,-0.053081
1809,0.4028,-0.098058,-0.053084
1810,0.40294,-0.098025,-0.053078
1811,0.40307,-0.097847,-0.052973
1812,0.40321,-0.097633,-0.052839
1813,0.40334,-0.09727,-0.052594
1814,0.40347,-0.097202,-0.052561
1815,0.40361,-0.097153,-0.052542
1816,0.40374,-0.097032,-0.052465
1817,0.40388,-0.096838,-0.05233
1818,0.40401,-0.09672,-0.052252
1819,0.40415,-0.096507,-0.052097
1820,0.40428,-0.096511,-0.052118
1821,0.40442,-0.096316,-0.051974
1822,0.40455,-0.096263,-0.051947
1823,0.40468,-0.096157,-0.051874
1824,0.40482,-0.095974,-0.051735
1825,0.40495,-0.095751,-0.051561
1826,0.40509,-0.095687,-0.051523
1827,0.40522,-0.095488,-0.051367
1828,0.40536,-0.095337,-0.051253
1829,0.40549,-0.095389,-0.051317
1830,0.40563,-0.095362,-0.051311
1831,0.40576,-0.095517,-0.051468
1832,0.40589,-0.095389,-0.051371
1833,0.40603,-0.095564,-0.051549
1834,0.40616,-0.095355,-0.051379
1835,0.4063,-0.095471,-0.051504
1836,0.40643,-0.095283,-0.051351
1837,0.40657,-0.095146,-0.051244
1838,0.4067,-0.095022,-0.05115
1839,0.40684,-0.095019,-0.051166
1840,0.40697,-0.094878,-0.051054
1841,0.4071,-0.094616,-0.050833
1842,0.40724,-0.094351,-0.050609
1843,0.40737,-0.094212,-0.050499
1844,0.40751,-0.09418,-0.050488
1845,0.40764,-0.094074,-0.050408
1846,0.40778,-0.094029,-0.050385
1847,0.40791,-0.093787,-0.05018
1848,0.40804,-0.093777,-0.050189
1849,0.40818,-0.093789,-0.05022
1850,0.40831,-0.093795,-0.050245
1851,0.40845,-0.093853,-0.050319
1852,0.40858,-0.093831,-0.050317
1853,0.40872,-0.093786,-0.050295
1854,0.40885,-0.093687,-0.050221
1855,0.40899,-0.093512,-0.050076
1856,0.40912,-0.093493,-0.050078
1857,0.40925,-0.093292,-0.049908
1858,0.40939,-0.0933,-0.049936
1859,0.40952,-0.093256,-0.049914
1860,0.40966,-0.093216,-0.049896
1861,0.40979,-0.093094,-0.0498
1862,0.40993,-0.093075,-0.049802
1863,0.41006,-0.092853,-0.049612
1864,0.4102,-0.092768,-0.049551
1865,0.41033,-0.092536,-0.049352
1866,0.41046,-0.092555,-0.04939
1867,0.4106,-0.092421,-0.049283
1868,0.41073,-0.09239,-0.049274
1869,0.41087,-0.09233,-0.049237
1870,0.411,-0.092025,-0.048968
1871,0.41114,-0.092092,-0.049054
1872,0.41127,-0.092208,-0.049186
1873,0.4114,-0.092002,-0.04901
1874,0.41154,-0.092031,-0.049059
1875,0.41167,-0.091948,-0.049
1876,0.41181,-0.091884,-0.04896
1877,0.41194,-0.091747,-0.04885
1878,0.41208,-0.09175,-0.048873
1879,0.41221,-0.091552,-0.048705
1880,0.41235,-0.091411,-0.048591
1881,0.41248,-0.091356,-0.04856
1882,0.41261,-0.091307,-0.048533
1883,0.41275,-0.091138,-0.048393
1884,0.41288,-0.091023,-0.048303
1885,0.41302,-0.091044,-0.048345
1886,0.41315,-0.090945,-0.048271
1887,0.41329,-0.090843,-0.048195
1888,0.41342,-0.090881,-0.048253
1889,0.41356,-0.09079,-0.048186
1890,0.41369,-0.090724,-0.048144
1891,0.41382,-0.090573,-0.048021
1892,0.41396,-0.090396,-0.047872
1893,0.41409,-0.090409,-0.047907
1894,0.41423,-0.090494,-0.048012
1895,0.41436,-0.090558,-0.048096
1896,0.4145,-0.090494,-0.048055
1897,0.41463,-0.090571,-0.048153
1898,0.41477,-0.090538,-0.048142
1899,0.4149,-0.09061,-0.048235
1900,0.41503,-0.090667,-0.048313
1901,0.41517,-0.090694,-0.048361
1902,0.4153,-0.090586,-0.048279
1903,0.41544,-0.090434,-0.048154
1904,0.41557,-0.090505,-0.048246
1905,0.41571,-0.090502,-0.048266
1906,0.41584,-0.09043,-0.048217
1907,0.41597,-0.090525,-0.048333
1908,0.41611,-0.090498,-0.048329
1909,0.41624,-0.090409,-0.048266
1910,0.41638,-0.090335,-0.048216
1911,0.41651,-0.090271,-0.048177
1912,0.41665,-0.090322,-0.04825
1913,0.41678,-0.090241,-0.048193
1914,0.41692,-0.090375,-0.048348
1915,0.41705,-0.09027,-0.048268
1916,0.41718,-0.090358,-0.048379
1917,0.41732,-0.090158,-0.048206
1918,0.41745,-0.090269,-0.048339
1919,0.41759,-0.090024,-0.048124
1920,0.41772,-0.089979,-0.048103
1921,0.41786,-0.090102,-0.048248
1922,0.41799,-0.090091,-0.048261
1923,0.41813,-0.090068,-0.048262
1924,0.41826,-0.090021,-0.048238
1925,0.41839,-0.089931,-0.048174
1926,0.41853,-0.089746,-0.048017
1927,0.41866,-0.089827,-0.04812
1928,0.4188,-0.089829,-0.048146
1929,0.41893,-0.089554,-0.0479
1930,0.41907,-0.089657,-0.048026
1931,0.4192,-0.089657,-0.04805
1932,0.41934,-0.089601,-0.048019
1933,0.41947,-0.089464,-0.047908
1934,0.4196,-0.08943,-0.047899
1935,0.41974,-0.089249,-0.047745
1936,0.41987,-0.089071,-0.047595
1937,0.42001,-0.088948,-0.047498
1938,0.42014,-0.08886,-0.047436
1939,0.42028,-0.08884,-0.04744
1940,0.42041,-0.088848,-0.047472
1941,0.42054,-0.088767,-0.047417
1942,0.42068,-0.088802,-0.047476
1943,0.42081,-0.088698,-0.047398
1944,0.42095,-0.088736,-0.04746
1945,0.42108,-0.088661,-0.04741
1946,0.42122,-0.088474,-0.047252
1947,0.42135,-0.08819,-0.046999
1948,0.42149,-0.088103,-0.046938
1949,0.42162,-0.088148,-0.047007
1950,0.42175,-0.088163,-0.047047
1951,0.42189,-0.087934,-0.046847
1952,0.42202,-0.087768,-0.04671
1953,0.42216,-0.08758,-0.046551
1954,0.42229,-0.087441,-0.04644
1955,0.42243,-0.087437,-0.046461
1956,0.42256,-0.087365,-0.046415
1957,0.4227,-0.087167,-0.046247
1958,0.42283,-0.087141,-0.046247
1959,0.42296,-0.087033,-0.046165
1960,0.4231,-0.087132,-0.046288
1961,0.42323,-0.087201,-0.046381
1962,0.42337,-0.086979,-0.04619
1963,0.4235,-0.086944,-0.046181
1964,0.42364,-0.086628,-0.045901
1965,0.42377,-0.086699,-0.045995
1966,0.4239,-0.086514,-0.045841
1967,0.42404,-0.086175,-0.045538
1968,0.42417,-0.086054,-0.045445
1969,0.42431,-0.085955,-0.045374
1970,0.42444,-0.085791,-0.04524
1971,0.42458,-0.08556,-0.045041
1972,0.42471,-0.085549,-0.045056
1973,0.42485,-0.085307,-0.044848
1974,0.42498,-0.085243,-0.044811
1975,0.42511,-0.085059,-0.044659
1976,0.42525,-0.08496,-0.044588
1977,0.42538,-0.084958,-0.044612
1978,0.42552,-0.085188,-0.044864
1979,0.42565,-0.085205,-0.044907
1980,0.42579,-0.084962,-0.044699
1981,0.42592,-0.084844,-0.04461
1982,0.42606,-0.084731,-0.044528
1983,0.42619,-0.084533,-0.044362
1984,0.42632,-0.084475,-0.044332
1985,0.42646,-0.084367,-0.044254
1986,0.42659,-0.084341,-0.044255
1987,0.42673,-0.084333,-0.044274
1988,0.42686,-0.084173,-0.044145
1989,0.427,-0.084229,-0.044227
1990,0.42713,-0.084057,-0.044087
1991,0.42727,-0.08409,-0.044146
1992,0.4274,-0.08396,-0.044047
1993,0.42753,-0.083895,-0.044011
1994,0.42767,-0.083657,-0.043809
1995,0.4278,-0.083697,-0.043874
1996,0.42794,-0.083793,-0.043994
1997,0.42807,-0.083707,-0.043939
1998,0.42821,-0.083585,-0.043847
1999,0.42834,-0.08342,-0.043715
2000,0.42847,-0.083251,-0.04358
2001,0.42861,-0.083309,-0.043663
2002,0.42874,-0.083286,-0.043668
2003,0.42888,-0.083223,-0.043634
2004,0.42901,-0.083459,-0.043892
2005,0.42915,-0.083321,-0.043787
2006,0.42928,-0.08324,-0.043736
2007,0.42942,-0.083266,-0.043788
2008,0.42955,-0.08323,-0.043781
2009,0.42968,-0.083146,-0.043727
2010,0.42982,-0.083133,-0.043742
2011,0.42995,-0.082982,-0.043624
2012,0.43009,-0.082872,-0.043545
2013,0.43022,-0.082872,-0.043573
2014,0.43036,-0.082682,-0.043418
2015,0.43049,-0.082726,-0.043488
2016,0.43063,-0.08265,-0.043442
2017,0.43076,-0.082616,-0.043437
2018,0.43089,-0.082531,-0.043382
2019,0.43103,-0.082594,-0.043472
2020,0.43116,-0.082646,-0.04355
2021,0.4313,-0.082769,-0.043698
2022,0.43143,-0.082841,-0.043796
2023,0.43157,-0.082662,-0.043651
2024,0.4317,-0.082487,-0.04351
2025,0.43184,-0.082305,-0.043363
2026,0.43197,-0.082329,-0.043415
2027,0.4321,-0.082235,-0.043352
2028,0.43224,-0.082123,-0.043272
2029,0.43237,-0.082031,-0.043212
2030,0.43251,-0.081873,-0.043087
2031,0.43264,-0.081853,-0.043096
2032,0.43278,-0.08177,-0.043044
2033,0.43291,-0.081778,-0.04308
2034,0.43304,-0.081812,-0.043141
2035,0.43318,-0.08171,-0.043072
2036,0.43331,-0.081391,-0.042795
2037,0.43345,-0.081306,-0.042741
2038,0.43358,-0.081354,-0.042817
2039,0.43372,-0.081461,-0.042949
2040,0.43385,-0.081246,-0.042771
2041,0.43399,-0.081209,-0.042763
2042,0.43412,-0.081311,-0.042891
2043,0.43425,-0.081167,-0.042782
2044,0.43439,-0.080994,-0.042644
2045,0.43452,-0.080875,-0.042558
2046,0.43466,-0.080647,-0.042368
2047,0.43479,-0.080664,-0.042413
2048,0.43493,-0.08087,-0.042644
2049,0.43506,-0.080808,-0.042612
2050,0.4352,-0.080674,-0.042512
2051,0.43533,-0.080418,-0.042296
2052,0.43546,-0.080345,-0.042255
2053,0.4356,-0.080248,-0.04219
2054,0.43573,-0.080157,-0.042131
2055,0.43587,-0.080115,-0.04212
2056,0.436,-0.079917,-0.041959
2057,0.43614,-0.08006,-0.042127
2058,0.43627,-0.080024,-0.042123
2059,0.4364,-0.079905,-0.042037
2060,0.43654,-0.079925,-0.042086
2061,0.43667,-0.079834,-0.042028
2062,0.43681,-0.079809,-0.042033
2063,0.43694,-0.079742,-0.041998
2064,0.43708,-0.079726,-0.042012
2065,0.43721,-0.079489,-0.041815
2066,0.43735,-0.079521,-0.041875
2067,0.43748,-0.079476,-0.041861
2068,0.43761,-0.079318,-0.04174
2069,0.43775,-0.078897,-0.041369
2070,0.43788,-0.078874,-0.041376
2071,0.43802,-0.078901,-0.041432
2072,0.43815,-0.078863,-0.041426
2073,0.43829,-0.078785,-0.04138
2074,0.43842,-0.078714,-0.041341
2075,0.43856,-0.078593,-0.041256
2076,0.43869,-0.078947,-0.041631
2077,0.43882,-0.079058,-0.041768
2078,0.43896,-0.078977,-0.04172
2079,0.43909,-0.078943,-0.041717
2080,0.43923,-0.078784,-0.041595
2081,0.43936,-0.078929,-0.041766
2082,0.4395,-0.078796,-0.041669
2083,0.43963,-0.078785,-0.041688
2084,0.43977,-0.078772,-0.041706
2085,0.4399,-0.078757,-0.041721
2086,0.44003,-0.078656,-0.041654
2087,0.44017,-0.078541,-0.041574
2088,0.4403,-0.078498,-0.041563
2089,0.44044,-0.078596,-0.041689
2090,0.44057,-0.078542,-0.041667
2091,0.44071,-0.078497,-0.041654
2092,0.44084,-0.078393,-0.041585
2093,0.44097,-0.078265,-0.041491
2094,0.44111,-0.078152,-0.041413
2095,0.44124,-0.078018,-0.041316
2096,0.44138,-0.077879,-0.041213
2097,0.44151,-0.07775,-0.041119
2098,0.44165,-0.077549,-0.040957
2099,0.44178,-0.077465,-0.040907
2100,0.44192,-0.077485,-0.040957
2101,0.44205,-0.077508,-0.04101
2102,0.44218,-0.077371,-0.040909
2103,0.44232,-0.077166,-0.040744
2104,0.44245,-0.07716,-0.040768
2105,0.44259,-0.07678,-0.040438
2106,0.44272,-0.076771,-0.04046
2107,0.44286,-0.076526,-0.040258
2108,0.44299,-0.076222,-0.039999
2109,0.44313,-0.075918,-0.03974
2110,0.44326,-0.076146,-0.039992
2111,0.44339,-0.076307,-0.040178
2112,0.44353,-0.076397,-0.040296
2113,0.44366,-0.076372,-0.040303
2114,0.4438,-0.076003,-0.039985
2115,0.44393,-0.076129,-0.040137
2116,0.44407,-0.076099,-0.040139
2117,0.4442,-0.075916,-0.039996
2118,0.44434,-0.075788,-0.039905
2119,0.44447,-0.075991,-0.040132
2120,0.4446,-0.075962,-0.040136
2121,0.44474,-0.075917,-0.040124
2122,0.44487,-0.075702,-0.03995
2123,0.44501,-0.075809,-0.040085
2124,0.44514,-0.075916,-0.040219
2125,0.44528,-0.075939,-0.040272
2126,0.44541,-0.076038,-0.040399
2127,0.44554,-0.075862,-0.040262
2128,0.44568,-0.075631,-0.040074
2129,0.44581,-0.075537,-0.040016
2130,0.44595,-0.075281,-0.039804
2131,0.44608,-0.075235,-0.039791
2132,0.44622,-0.075104,-0.039697
2133,0.44635,-0.07501,-0.03964
2134,0.44649,-0.07497,-0.039633
2135,0.44662,-0.074859,-0.039558
2136,0.44675,-0.074763,-0.039498
2137,0.44689,-0.074821,-0.039585
2138,0.44702,-0.07467,-0.039473
2139,0.44716,-0.074683,-0.039517
2140,0.44729,-0.074318,-0.039204
2141,0.44743,-0.074235,-0.039156
2142,0.44756,-0.0741,-0.03906
2143,0.4477,-0.0738,-0.038807
2144,0.44783,-0.073735,-0.038777
2145,0.44796,-0.073523,-0.038607
2146,0.4481,-0.073454,-0.038573
2147,0.44823,-0.073329,-0.038486
2148,0.44837,-0.073168,-0.038365
2149,0.4485,-0.073217,-0.038445
2150,0.44864,-0.073037,-0.038305
2151,0.44877,-0.073037,-0.038338
2152,0.4489,-0.072973,-0.038308
2153,0.44904,-0.072906,-0.038277
2154,0.44917,-0.072793,-0.038201
2155,0.44931,-0.072601,-0.038052
2156,0.44944,-0.07254,-0.038027
2157,0.44958,-0.072341,-0.03787
2158,0.44971,-0.072348,-0.03791
2159,0.44985,-0.072263,-0.037861
2160,0.44998,-0.07219,-0.037824
2161,0.45011,-0.072214,-0.037878
2162,0.45025,-0.072099,-0.037802
